État;Année;Comparaison;Indicateur;Valeur;mesure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2019;Série chronologique;Poids des impôts sur le revenu des particuliers;0.08;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2020;Série chronologique;Poids des impôts sur le revenu des particuliers;0.083;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1981;Série chronologique;Poids des impôts sur le revenu des particuliers;0.099;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1982;Série chronologique;Poids des impôts sur le revenu des particuliers;0.106;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1983;Série chronologique;Poids des impôts sur le revenu des particuliers;0.104;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1984;Série chronologique;Poids des impôts sur le revenu des particuliers;0.101;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1985;Série chronologique;Poids des impôts sur le revenu des particuliers;0.101;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1986;Série chronologique;Poids des impôts sur le revenu des particuliers;0.113;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1987;Série chronologique;Poids des impôts sur le revenu des particuliers;0.118;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1988;Série chronologique;Poids des impôts sur le revenu des particuliers;0.122;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1989;Série chronologique;Poids des impôts sur le revenu des particuliers;0.122;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1990;Série chronologique;Poids des impôts sur le revenu des particuliers;0.136;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1991;Série chronologique;Poids des impôts sur le revenu des particuliers;0.136;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1992;Série chronologique;Poids des impôts sur le revenu des particuliers;0.133;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1993;Série chronologique;Poids des impôts sur le revenu des particuliers;0.126;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1994;Série chronologique;Poids des impôts sur le revenu des particuliers;0.124;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1995;Série chronologique;Poids des impôts sur le revenu des particuliers;0.125;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1996;Série chronologique;Poids des impôts sur le revenu des particuliers;0.13;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1997;Série chronologique;Poids des impôts sur le revenu des particuliers;0.131;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1998;Série chronologique;Poids des impôts sur le revenu des particuliers;0.134;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1999;Série chronologique;Poids des impôts sur le revenu des particuliers;0.131;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2000;Série chronologique;Poids des impôts sur le revenu des particuliers;0.126;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2001;Série chronologique;Poids des impôts sur le revenu des particuliers;0.124;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2002;Série chronologique;Poids des impôts sur le revenu des particuliers;0.113;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2003;Série chronologique;Poids des impôts sur le revenu des particuliers;0.109;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2004;Série chronologique;Poids des impôts sur le revenu des particuliers;0.11;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2005;Série chronologique;Poids des impôts sur le revenu des particuliers;0.113;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2006;Série chronologique;Poids des impôts sur le revenu des particuliers;0.113;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2007;Série chronologique;Poids des impôts sur le revenu des particuliers;0.12;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2008;Série chronologique;Poids des impôts sur le revenu des particuliers;0.116;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2009;Série chronologique;Poids des impôts sur le revenu des particuliers;0.115;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2010;Série chronologique;Poids des impôts sur le revenu des particuliers;0.105;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2011;Série chronologique;Poids des impôts sur le revenu des particuliers;0.107;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2012;Série chronologique;Poids des impôts sur le revenu des particuliers;0.11;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2013;Série chronologique;Poids des impôts sur le revenu des particuliers;0.109;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2014;Série chronologique;Poids des impôts sur le revenu des particuliers;0.11;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2015;Série chronologique;Poids des impôts sur le revenu des particuliers;0.118;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2016;Série chronologique;Poids des impôts sur le revenu des particuliers;0.116;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2017;Série chronologique;Poids des impôts sur le revenu des particuliers;0.115;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2018;Série chronologique;Poids des impôts sur le revenu des particuliers;0.117;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2019;Série chronologique;Poids des impôts sur le revenu des particuliers;0.118;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2020;Série chronologique;Poids des impôts sur le revenu des particuliers;0.125;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1981;Série chronologique;Poids des impôts sur le revenu des particuliers;0.124;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1982;Série chronologique;Poids des impôts sur le revenu des particuliers;0.13;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1983;Série chronologique;Poids des impôts sur le revenu des particuliers;0.124;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1984;Série chronologique;Poids des impôts sur le revenu des particuliers;0.123;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1985;Série chronologique;Poids des impôts sur le revenu des particuliers;0.127;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1986;Série chronologique;Poids des impôts sur le revenu des particuliers;0.132;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1987;Série chronologique;Poids des impôts sur le revenu des particuliers;0.132;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1988;Série chronologique;Poids des impôts sur le revenu des particuliers;0.133;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1989;Série chronologique;Poids des impôts sur le revenu des particuliers;0.132;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1990;Série chronologique;Poids des impôts sur le revenu des particuliers;0.148;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1991;Série chronologique;Poids des impôts sur le revenu des particuliers;0.149;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1992;Série chronologique;Poids des impôts sur le revenu des particuliers;0.147;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1993;Série chronologique;Poids des impôts sur le revenu des particuliers;0.143;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1994;Série chronologique;Poids des impôts sur le revenu des particuliers;0.138;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1995;Série chronologique;Poids des impôts sur le revenu des particuliers;0.139;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1996;Série chronologique;Poids des impôts sur le revenu des particuliers;0.143;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1997;Série chronologique;Poids des impôts sur le revenu des particuliers;0.144;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1998;Série chronologique;Poids des impôts sur le revenu des particuliers;0.149;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1999;Série chronologique;Poids des impôts sur le revenu des particuliers;0.143;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2000;Série chronologique;Poids des impôts sur le revenu des particuliers;0.148;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2001;Série chronologique;Poids des impôts sur le revenu des particuliers;0.143;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2002;Série chronologique;Poids des impôts sur le revenu des particuliers;0.128;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2003;Série chronologique;Poids des impôts sur le revenu des particuliers;0.126;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2004;Série chronologique;Poids des impôts sur le revenu des particuliers;0.128;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2005;Série chronologique;Poids des impôts sur le revenu des particuliers;0.131;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2006;Série chronologique;Poids des impôts sur le revenu des particuliers;0.133;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2007;Série chronologique;Poids des impôts sur le revenu des particuliers;0.138;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2008;Série chronologique;Poids des impôts sur le revenu des particuliers;0.132;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2009;Série chronologique;Poids des impôts sur le revenu des particuliers;0.129;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2010;Série chronologique;Poids des impôts sur le revenu des particuliers;0.126;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2011;Série chronologique;Poids des impôts sur le revenu des particuliers;0.129;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2012;Série chronologique;Poids des impôts sur le revenu des particuliers;0.132;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2013;Série chronologique;Poids des impôts sur le revenu des particuliers;0.13;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2014;Série chronologique;Poids des impôts sur le revenu des particuliers;0.131;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2015;Série chronologique;Poids des impôts sur le revenu des particuliers;0.132;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2016;Série chronologique;Poids des impôts sur le revenu des particuliers;0.132;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2017;Série chronologique;Poids des impôts sur le revenu des particuliers;0.13;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2018;Série chronologique;Poids des impôts sur le revenu des particuliers;0.133;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2019;Série chronologique;Poids des impôts sur le revenu des particuliers;0.133;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2020;Série chronologique;Poids des impôts sur le revenu des particuliers;0.141;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1981;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.023;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1982;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.023;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1983;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.023;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1984;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.024;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1985;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.025;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1986;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.025;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1987;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.025;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1988;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.025;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1989;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.025;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1990;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.023;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1991;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.025;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1992;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.022;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1993;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.023;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1994;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.023;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1995;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.025;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1996;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.025;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1997;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.027;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1998;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.027;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1999;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.027;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2000;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.031;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2001;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.028;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2002;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.028;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2003;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.028;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2004;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.03;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2005;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2006;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.035;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2007;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.036;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2008;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2009;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.027;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2010;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.027;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2011;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.028;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2012;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.028;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2013;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.028;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2014;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.028;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2015;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.028;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2016;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.029;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2017;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.02990817;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2018;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.03118936;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2019;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.029760263;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2020;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.026598684;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1981;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.037;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1982;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.034;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1983;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1984;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.036;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1985;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.035;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1986;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.029;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1987;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.031;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1988;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.03;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1989;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.028;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1990;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.024;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1991;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.021;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1992;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.02;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1993;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.021;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1994;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.024;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1995;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.027;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1996;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.03;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1997;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.035;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1998;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1999;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.039;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2000;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.043;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2001;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2002;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.03;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2003;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.03;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2004;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.034;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2005;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2006;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.038;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
